date,idx,code,shares,sharesChg,sharesChgRatio,nav,closePrice,changePct,turnoverRate,turnoverValue,turnoverVolume,disc,discountRatioCurve,avgDiscountRatioCurve,size,totalMV,totalAssets,stockRatio,bondRatio,ytdReturn,ytdMaxDrawdown,return1M,return3M,return6M,return1Y,return3Y,maxDrawdown1M,maxDrawdown3M,maxDrawdown6M,maxDrawdown1Y,maxDrawdown3Y,indexDailyChange,index1YReturn,holderAccount,institutionHolderRatio,individualHolderRatio,prlistTop20Ratio,isTPlus0
2026-06-26,航空航天,sz159227,4420911199,-45000000,-1.02,1.11,1.08,-0.91,3.40,159944322,1491865,-0.13,-0.13,-0.13,4915169071.05,47.64,3841430871.90,52,0,-34.90,1.66,-9.50,-21.11,-34.90,-34.90,-34.90,0.79,0.79,1.66,1.66,1.66,0,0,0,0,0,69.64,✗
2026-06-26,机器人,sh562500,15515687300,-171000000,-1.10,1.15,1.13,-1.05,1.65,287866318,2558098,-0.01,-0.01,-0.11,17780977645.80,174.99,21009224573.29,54.42,0,-19.56,0.35,-9.79,-10.61,-19.56,-19.56,-38.06,0.35,0.35,0.35,0.40,3.64,0,0,0,0,0,75.27,✗
2026-06-26,工业母机,sz159667,3522050718,27000000,0.77,0.90,0.90,-1.20,4.02,129106635,1429668,-0.07,-0.07,-0.07,3170550056.34,32.08,1513709679.85,61.55,0,-17.04,0.86,-9.24,-10.13,-17.04,-17.04,-34.53,0.64,0.64,0.86,0.86,2.31,0,0,0,0,0,81.44,✗
2026-06-26,高端装备,sh516320,80589300,1000000,1.24,1.05,1.04,-0.95,1.93,1630018,15574,0.10,0.10,-0.17,84925004.34,0.84,80447979.03,35.47,0,-13.59,0.91,-9.89,-13.59,-13.59,-13.59,-32.88,0.52,0.52,0.91,0.91,0.91,0,0,0,0,0,51.65,✗
2026-06-26,工业互联,sz159013,47578881,-1000000,-2.10,1.19,1.19,-2.55,3.23,1748673,14719,0.16,0.16,0.17,56809183.91,0.54,0,0,0,-8.62,0.25,-8.06,-8.62,-8.62,-8.62,-8.62,0.25,0.25,0.25,0.25,0.25,0,0,0,0,0,71.77,✗
2026-06-26,证券,sh512880,50182291500,823000000,1.64,1.11,1.14,-1.13,2.75,1567345460,13739481,0.06,0.06,0.07,55707361794.15,568.06,51668041980.19,59.29,0,-22.16,0.28,-5.21,-9.17,-22.16,-25.96,-30.35,0.28,0.28,0.28,0.28,0.96,3.43,0,0,0,0,77.33,✗
2026-06-26,证券保险,sh512070,17157479700,157000000,0.92,0.78,0.79,-1.74,2.04,277336633,3498997,0.14,0.14,0.14,13415433377.43,135.62,15130573880.19,78.12,0,-25.35,0.33,-4.55,-9.62,-25.35,-25.35,-26.62,0.33,0.33,0.33,0.33,2.49,0,0,0,0,0,94.34,✗
2026-06-26,银行,sh512800,15358479900,168600000,1.10,0.76,0.75,-0.66,2.55,292380734,3890739,0.03,0.03,0.09,11664765484.05,114.18,11987691884.32,63.68,0,-8.73,0.26,-7.49,-7.49,-8.73,-16.89,-16.89,0.21,0.22,0.26,0.38,2.45,-0.88,0,0,0,0,86.64,✗
2026-06-26,金融科技,sz159299,692472981,11000000,1.59,0.73,0.72,-2.98,3.26,16362335,227266,0.37,0.37,0.24,508482909.95,5,185261356.91,50.64,0,-36.77,0.86,-16.69,-21.85,-36.77,-37.30,-37.30,0.63,0.86,0.86,0.86,0.86,0,0,0,0,0,72.22,✗
2026-06-26,消费,sz159928,23562629040,-14000000,-0.06,0.61,0.61,-0.49,0.83,118998113,1953588,-0.08,-0.08,0.06,14333147245.03,142.41,20120125213.07,67.78,0,-24.85,0.53,-12.01,-19.68,-24.85,-31.69,-39.20,0.28,0.28,0.53,0.53,3.89,0.24,0,0,0,0,85.95,✗
2026-06-26,消费50,sh515650,3117184000,10000000,0.32,0.96,0.96,-0.21,0.53,15746004,164186,0.06,0.06,-0.04,2984391961.60,29.77,3514679885.14,75.02,0,-20.93,0.69,-9.21,-15.10,-20.93,-23.21,-28.87,0.29,0.29,0.69,0.69,3.48,0,0,0,0,0,87.26,✗
2026-06-26,消费电子,sz159732,2902447904,-13000000,-0.45,1.79,1.85,-1.65,8.62,484629252,2611952,0.24,0.24,0.40,5190157341.93,56.17,1638151785.75,52.12,0,-13.22,0.64,-8.97,-9.02,-13.22,-18.03,-27.84,0.63,0.64,0.64,1.42,1.42,5.16,0,0,0,0,77.15,✗
2026-06-26,食品,sz159151,134251063,0,0,0.88,0.86,-2.26,6.91,8033094,92834,0.31,0.31,0.04,118610814.16,1.16,120204820.97,51.21,0,-13.10,0.56,-5.91,-12.22,-13.10,-13.10,-13.10,0.31,0.31,0.56,0.56,0.56,0,0,0,0,0,68.53,✗
2026-06-26,食品饮料,sh516900,367229000,0,0,0.47,0.47,-0.85,0.68,1172693,25037,-0.06,-0.06,-0.06,171495943,1.71,188112970.69,71.01,0,-22.55,1.55,-9.67,-16.01,-22.55,-27.60,-41.41,0.26,0.33,1.55,1.55,4.87,0.92,0,0,0,0,85.75,✗
2026-06-26,酒,sh512690,34733950200,399600000,1.15,0.39,0.40,-0.25,2.54,345450365,8722335,-0.13,-0.13,-0.13,13556660763.06,135.69,17561075412.63,78.27,0,-31.34,0.96,-14.66,-21.84,-31.34,-38.29,-54.23,0.36,0.36,0.96,0.96,3.15,1.58,0,0,0,0,95.88,✗
2026-06-26,家电,sz159996,478554846,-4000000,-0.84,1.44,1.42,-0.97,2.64,17560942,123397,-0.01,-0.01,-0.12,687587602.73,6.64,1187801574.28,70.66,0,-14.73,0.38,-6.75,-8.71,-14.73,-14.73,-21.50,0.38,0.38,0.55,0.97,1.26,0,0,0,0,0,84.15,✗
2026-06-26,旅游,sz159766,5433140963,12000000,0.22,0.56,0.56,-0.71,1.69,50584542,907752,0.09,0.09,-0.04,3015393234.47,30.06,5735667142.59,59.80,0,-33.69,0.52,-10.05,-20.83,-33.69,-33.69,-42.25,0.24,0.52,0.52,0.87,1.85,0,0,0,0,0,76.87,✗
2026-06-26,游戏,sz159869,6894082127,100000000,1.45,1.06,1.09,-0.82,5.55,408841907,3844434,0.48,0.48,0.14,7323583443.51,75.52,8598970409.75,74.86,0,-38.59,0.97,-11.53,-22.84,-38.59,-38.59,-52.40,0.48,0.48,0.97,0.97,4.24,0,0,0,0,0,92.06,✗
2026-06-26,影视,sh516620,171767500,500000,0.29,0.83,0.82,-1.08,10.55,14581409.00,180240,0.20,0.20,0.20,142532671.50,1.41,262922161.03,57.05,0,-40.59,3.10,-13.36,-21.40,-40.59,-40.59,-40.59,0.23,0.30,3.10,3.10,3.10,0,0,0,0,0,90.99,✗
2026-06-26,传媒,sh512980,4448924400,-15000000,-0.34,0.82,0.82,-0.85,3.97,140820156,1754108,0.27,0.27,0.26,3659240319,36.22,5254914186.55,52.92,0,-37.90,1.88,-12,-21.73,-37.90,-37.90,-37.90,0.38,0.71,1.88,1.88,1.88,0.27,0,0,0,0,73.60,✗
2026-06-26,教育,sh513360,658213900,1500000,0.23,0.43,0.41,-0.95,3.75,10222916,247074,-1.57,-1.57,-1.57,281847191.98,2.74,299398853.18,67.60,0,-29.34,5.32,-12.16,-19.11,-29.34,-29.34,-38.75,4.79,4.79,5.32,5.32,15.94,0,0,0,0,0,89.04,✓
2026-06-26,通信,sh515880,28004887000,355500000,1.27,1.83,1.79,-4.89,7.04,3591844709,19876009,-0.10,-0.10,0.14,51114519752.40,505.70,14552408429.04,68.49,0,-8.24,0.73,-7.69,-7.69,-8.24,-18.34,-34.71,0.59,0.59,0.73,0.75,3.30,0,0,0,0,0,90.17,✗
2026-06-26,5G,sz159811,74743393,0,0,3.84,3.85,-4.18,8.69,25006256,64248,0.07,0.07,0.14,286775450.26,2.85,122152028.77,52.43,0,-9.37,0.65,-7.12,-7.12,-9.37,-17.82,-29.33,0.65,0.65,0.65,1.30,1.72,0,0,0,0,0,80.35,✗
2026-06-26,物联网,sz159895,71241864,0,0,1.68,1.68,-2.95,1.50,1801856,10673,0,0,0.14,119622213.84,1.20,81349478.18,53.93,0,-14.38,0.37,-9.43,-9.77,-14.38,-14.38,-30.24,0.16,0.37,0.37,0.46,2.22,0,0,0,0,0,78.25,✗
2026-06-26,大数据,sh515400,1393631400,-8000000,-0.57,0.89,0.87,-2.67,2.38,28646711,328717,0.09,0.09,0.14,1240471309.14,12.08,1503593472.38,51.16,0,-28.35,2.21,-14.89,-23.17,-28.35,-28.35,-48.74,0.27,0.38,2.21,2.21,2.21,0,0,0,0,0,73.44,✗
2026-06-26,云计算,sh516510,1513890000,19000000,1.26,1.75,1.70,-3.19,3.18,81877670,480954,-0.12,-0.12,0.14,2644463052,25.73,2339057861.20,49.61,0,-20.90,1.94,-11.63,-18.21,-20.90,-20.90,-45.37,0.45,0.45,1.94,1.94,2.33,0,0,0,0,0,72.67,✗
2026-06-26,软件,sh515230,6967690900,46000000,0.66,0.72,0.70,-2.38,1.85,90135383,1294361,0,0,-0.12,5020918062.54,48.72,4470231636.55,52.55,0,-37.14,0.89,-15.56,-21.62,-37.14,-37.14,-53.01,0.52,0.52,0.89,0.89,5.08,0,0,0,0,0,75.57,✗
2026-06-26,计算机,sz159586,225025923,-4500000,-2,1.11,1.07,-1.83,2.15,5201543,48637,0.02,0.02,0.14,250768888.59,2.44,304534882.13,27.83,0,-34.14,1.12,-13.56,-19.98,-34.14,-34.14,-34.14,0.98,0.98,1.12,1.12,3.65,0,0,0,0,0,42.30,✗
2026-06-26,数字经济,sh560800,295951100,-4000000,-1.35,1.39,1.44,-1.58,2.22,9496674,65700,0.24,0.24,0.14,411786360.54,4.25,435427829.75,50.86,0,-18.96,0.58,-12.63,-13.68,-18.96,-19.61,-35.44,0.58,0.58,0.58,0.58,0.61,0,0,0,0,0,77.81,✗
2026-06-26,信创,sz159538,68304483,8000000,11.71,2.27,2.36,-2.03,15.46,33892833,142662,0.22,0.22,0.14,154798449.82,2.18,59138458.52,47.87,0,-19.48,1.22,-14.19,-15.23,-19.48,-19.48,-31.40,0.31,1.22,1.22,1.22,6.14,0,0,0,0,0,81.52,✗
2026-06-26,光伏,sh515790,7055494000,30000000,0.43,1.00,1.03,1.79,2.74,196945899,1924162,0.05,0.05,-0.14,7037149715.60,71.94,10737202607.01,52.79,0,-16.99,2.27,-12.50,-13.87,-16.99,-16.99,-49.84,0.23,0.23,2.27,2.27,2.27,0,0,0,0,0,69.40,✗
2026-06-26,绿色电力,sh562960,1254391000,-19000000,-1.51,1.16,1.14,0.35,4.39,62466449,544829,-0.05,-0.05,0.01,1450828630.60,14.15,802935343.99,50.45,0,-16.96,0.59,-16.96,-16.96,-16.96,-16.96,-16.96,0.44,0.59,0.59,0.59,1.68,0,0,1762,85.57,14.43,71.55,✗
2026-06-26,碳中和,sz159641,92719131,-1000000,-1.08,1.08,1.06,-1.11,1.19,1182765,10997,-0.06,-0.06,-0.07,100322099.74,0.99,115073988.66,48.66,0.17,-12.34,0.43,-7.99,-12.04,-12.34,-12.34,-25.30,0.14,0.19,0.43,0.43,0.97,0,0,0,0,0,61.09,✗
2026-06-26,电力,sz159146,913940849,-4500000,-0.49,1.03,1.01,0.40,4.03,36909805,362662,-0.19,-0.19,-0.03,939348404.60,9.12,420826239.34,48.22,0,-16.95,0.42,-16.95,-16.95,-16.95,-16.95,-16.95,0.33,0.42,0.42,0.42,0.42,0,0,0,0,0,67.61,✗
2026-06-26,煤炭,sh515220,11180676900,-185000000,-1.65,1.13,1.10,-1.08,1.43,172967607,1563592,-0.05,-0.05,-0.05,12631928761.62,120.44,10127821157.76,66.50,0,-22.38,0.72,-22.38,-22.38,-22.38,-22.38,-30.75,0.45,0.45,0.72,1.26,2.56,-1.70,0,0,0,0,89.98,✗
2026-06-26,石油,sz159181,150405335,0,0,0.84,0.81,-1.69,6.76,8279333,101664,-0.21,-0.21,-0.23,127062427.01,1.22,0,0,0,-18.36,0.71,-8.01,-16.46,-18.36,-18.36,-18.36,0.16,0.71,0.71,0.71,0.71,-2.13,0,0,0,0,83.88,✗
2026-06-26,有色,sh560470,279340000,3000000,1.07,0.92,0.87,-2.47,1.62,3957848,44957,0.09,0.09,-0.02,257048668,2.42,0,0,0,-19.12,0.84,-13.97,-19.12,-19.12,-19.12,-19.12,0.84,0.84,0.84,0.84,0.84,-3.24,0,0,0,0,68.40,✗
2026-06-26,稀有金属,sh561050,207250000,-5000000,-2.41,1.08,1.05,-2.24,4.08,8773808,82568,-0.33,-0.33,-0.11,224679725,2.12,0,0,0,-8.88,1.47,-8.88,-8.88,-8.88,-8.88,-8.88,1.47,1.47,1.47,1.47,1.47,0,0,0,0,0,76.09,✗
2026-06-26,黄金,sz159934,3861808998,-20100000,-0.52,8.90,8.72,0.74,0.79,266577839,305076,-0.09,-0.09,-0.09,34372417167.60,335.63,41856443782.66,0,0,-30.44,2.87,-12.35,-18.03,-30.44,-30.44,-30.44,0.11,0.18,2.87,2.87,2.87,0,0,0,0,0,0,✓
2026-06-26,稀土,sh516150,3879577000,-32000000,-0.82,2.09,2.05,-2.19,1.69,137094336,662038,0.05,0.05,-0.04,8114911210.90,80.29,8239999936.90,61.35,0,-22.41,1.86,-6.95,-13.27,-22.41,-22.41,-38.49,0.54,0.64,1.86,1.86,2.72,0,0,0,0,0,84.24,✗
2026-06-26,钢铁,sh515210,1000726100,23000000,2.30,1.20,1.16,-1.70,2.54,28993660,250372,0.08,0.08,0.08,1196768342.99,11.40,3204878179.61,50.53,0,-29.89,0.76,-11.25,-20.72,-29.89,-29.89,-32.08,0.21,0.45,0.76,0.96,2.25,0,0,0,0,0,74.29,✗
2026-06-26,化工,sh516020,3826826200,-9000000,-0.24,0.95,0.93,-1.69,1.83,65570989,696598,0.06,0.06,0.17,3645051955.50,35.42,6061522840.60,46.61,0,-19.35,0.60,-7.68,-18.09,-19.35,-19.35,-30.75,0.38,0.38,0.60,0.69,0.87,-0.43,0,0,0,0,65.89,✗
2026-06-26,建材,sz159745,1315688265,-87000000,-6.61,0.56,0.56,0.36,3.67,25758198.00,458843,0.05,0.05,0.04,730733262.38,7.02,1676686925.70,60.95,0,-26.68,0.76,-10.48,-16.79,-26.68,-26.68,-41.69,0.35,0.49,0.76,3.47,3.47,0,0,0,0,0,80.42,✗
2026-06-26,新材料,sh516710,74272000,0,0,0.91,0.93,-0.22,5.90,4106801,43851,0.03,0.03,0.17,67765772.80,0.69,42802331.40,50.66,0,-11.35,1.19,-10.27,-10.27,-11.35,-11.35,-41.22,1.19,1.19,1.19,1.19,2.56,0,0,0,0,0,73.50,✗
2026-06-26,豆粕,sz159985,1504324066,1200000,0.08,1.97,2.00,0.30,1.83,55338016,275815,0.90,0.90,0.90,2967580085.00,30.16,2897558509.30,0,0,-14.69,9.74,-4.99,-8.71,-14.69,-14.69,-26.60,4.09,7.74,9.74,9.74,9.74,0,0,44551,48.18,51.82,0,✓
2026-06-26,房地产,sh512200,2656347900,-64750000,-2.44,1.21,1.21,1,1.69,53591044,445403,0.05,0.05,0.05,3222415637.49,32.01,5927464551.37,42.74,0,-25.11,0.76,-12.20,-20.40,-25.11,-27.37,-44.64,0.47,0.47,0.76,0.76,5.70,0,0,0,0,0,63.65,✗
2026-06-26,基建,sh516970,1142042500,-3500000,-0.31,1.15,1.15,-0.35,2.94,38024502,331049,0.23,0.23,0.23,1311293198.50,12.88,1852849843.71,56.13,0,-16.42,0.40,-5.19,-11.65,-16.42,-16.42,-32.71,0.28,0.35,0.41,2.86,2.86,-0.29,0,0,0,0,80.65,✗
2026-06-26,一带一路,sh515110,224295000,-1000000,-0.45,1.68,1.64,-1.03,1.19,4356891,26468,-0.49,-0.49,-0.36,376097856,3.66,403562095.36,22.02,0,-15.75,1.63,-5.96,-10.56,-15.75,-15.75,-20.33,0.17,0.24,1.63,3.47,3.47,-0.79,0,0,0,0,44.26,✗
2026-06-26,交通运输,sz159666,112832905,2000000,1.77,0.95,0.94,-1.58,8.52,9066646,97024,-0.05,-0.05,-0.05,107112276.72,1.07,117542764.60,49.73,0,-13.48,0.47,-7.41,-10.51,-13.48,-13.48,-18.14,0.47,0.47,0.47,1.05,1.54,0,0,0,0,0,65.26,✗
2026-06-26,航空,sz159392,176785500,-5000000,-2.83,1.05,1.03,-0.96,1.04,1859487,18181,0.06,0.06,-0.05,185624775,1.80,207085774.15,35.33,0,-32.94,2.89,-9.49,-20.16,-32.94,-32.94,-32.94,1.55,1.55,2.89,2.89,2.89,-0.78,0,0,0,0,54.19,✗
2026-06-26,物流,sh516910,65141800,-500000,-0.77,1.15,1.11,-2.54,18.69,13228801,118969,0.02,0.02,0.49,75023811.06,0.71,115376865.43,63.20,0,-13.48,1.42,-7.92,-11.40,-13.48,-13.48,-20.45,0.58,0.58,1.42,1.42,1.49,0,0,0,0,0,81.77,✗
2026-06-26,农业,sz159825,2427077407,-2000000,-0.08,0.66,0.65,0,3.53,55920558,861387,-0.06,-0.06,-0.02,1605268996.99,15.89,3212942394.88,61.84,0,-29.32,0.73,-13.55,-24.48,-29.32,-29.32,-30.15,0.35,0.73,0.73,0.73,1.15,-1.57,0,0,0,0,77.52,✗
2026-06-26,养殖,sz159023,120777943,-3000000,-2.48,0.95,0.94,-0.21,2.19,2468686,26199,0.05,0.05,-0.06,114400867.61,1.13,0,0,0,-6.17,0.05,-6.17,-6.17,-6.17,-6.17,-6.17,0.05,0.05,0.05,0.05,0.05,0,0,0,0,0,83.37,✗
2026-06-26,央企,sh510060,36959200,0,0,2.52,2.48,-2.28,0.19,170970,688,1.17,1.17,-0.07,92963475.76,0.92,100427183.21,48.22,0,-7.88,1.17,-3.71,-4.63,-7.88,-8.48,-14.58,1.17,1.17,1.17,1.17,6.07,-0.23,0,3438,13.35,86.65,70.03,✗
2026-06-26,央企创新,sh515900,2226046500,0,0,1.72,1.70,-1.34,0.01,321250,1889,0.11,0.11,-0.02,3823457468.40,37.78,3790012528.02,31.97,0,-10.04,0.44,-5.29,-9.57,-10.04,-10.04,-19.85,0.17,0.38,0.44,1.14,2.15,-0.05,0,0,0,0,55.42,✗
2026-06-26,央企科技,sh560170,286995500,15000000,5.23,1.48,1.48,-2.37,8.95,37547741,252479,0.19,0.19,0.27,423605358,4.18,364521694.44,50.43,0,-16.21,1.38,-9.92,-10.37,-16.21,-16.44,-34.81,0.63,0.63,1.38,1.38,1.38,0,0,0,0,0,85.87,✗
2026-06-26,央企结构调整,sh512960,3871057300,-600000,-0.02,1.54,1.53,-1.48,0.01,358676.00,2340,0.05,0.05,-0.02,5943234272.69,58.92,5674379583.28,37.41,0,-9.62,2.30,-6.33,-8.34,-9.62,-9.62,-19.06,2.30,2.30,2.30,2.30,2.46,0.64,0,0,0,0,59.46,✗
2026-06-26,央企能源,sh562850,235981500,0,0,1.25,1.23,-0.32,4.22,12368423,99594,-0.15,-0.15,-0.07,295991595.45,2.91,448967161.79,47.72,0,-18.68,0.65,-11.71,-13.81,-18.68,-18.68,-18.68,0.19,0.38,0.65,1.34,1.34,0,0,0,0,0,72.81,✗
2026-06-26,上海国企,sh510810,6066793700,1300000,0.02,0.82,0.82,-0.61,0.09,4488691,54897,-0.22,-0.22,-0.22,4982657665.81,49.58,5139345058.05,44.76,0,-17.94,0.51,-6.22,-9.35,-17.94,-17.94,-22.45,0.17,0.17,0.51,0.73,2.68,0,0,0,0,0,74.69,✗
2026-06-26,大湾区,sh512970,9987600,0,0,1.70,1.70,-2.13,8.09,1379889,8080,0.87,0.87,0.28,16979918.76,0.17,17323439.19,44.04,0,-12.36,4.52,-6.04,-7.04,-12.36,-12.36,-25.44,4.52,4.52,4.52,4.52,4.64,0,0,0,0,0,65.79,✗
2026-06-26,长三角,sh512650,30941600,0,0,1.47,1.48,-1.14,5.56,2554577,17207,-0.57,-0.57,-0.57,45459398.72,0.46,41261707.95,33.16,0,-9.56,1.29,-5.75,-6.02,-9.56,-9.56,-24.71,1.21,1.21,1.29,1.29,2.62,0,0,0,0,0,52.06,✗
2026-06-26,科创芯片,sh589130,2477780000,0,0,1.73,1.78,-1.44,1.75,78565661,439476,0.38,0.38,0.14,4275904946,44.64,1939418664.86,60.82,0,-19.25,1.99,-13.70,-15.54,-19.25,-19.25,-19.25,0.42,1.99,1.99,1.99,1.99,4.07,0,0,0,0,79.47,✗
2026-06-26,集成电路,sz159546,559927822,10000000,1.79,1.03,1.07,-1.83,11.91,82099187,762207,0.28,0.28,0.14,577733526.74,6.87,272303554.79,52.27,0,-21.68,1.68,-15.15,-16.32,-21.68,-21.68,-33.38,0.56,1.68,1.68,1.68,2.11,0,0,0,0,0,74.65,✗
2026-06-26,电子,sh515260,892568400,8000000,0.90,1.07,1.10,-2.13,7.64,78782473,711243,-0.37,-0.37,-0.18,955940756.40,10.25,447975046.87,45.44,0,-15.59,1.15,-10.63,-10.63,-15.59,-17.36,-28.41,0.87,1.15,1.15,1.62,1.62,0,0,0,0,0,76.95,✗
2026-06-26,智能汽车,sh515250,382944500,6000000,1.57,1.06,1.06,-1.21,6.12,24552144,233201,0.34,0.34,0.27,405959464.45,4.03,539895574.56,47.80,0,-21.41,1.07,-12.87,-13.99,-21.41,-22.63,-36.15,0.37,0.37,1.07,1.07,1.16,0,0,0,0,0,73.30,✗
2026-06-26,环保,sh512580,589471700,-2400000,-0.41,1.34,1.33,-0.08,1.46,11540972,86194,0.29,0.29,0.29,787593138.37,7.85,963297972.87,45.51,0,-11.83,0.86,-10.55,-11.83,-11.83,-11.83,-35.19,0.33,0.38,0.86,0.86,0.86,-0.13,0,0,0,0,59.81,✗
2026-06-26,养老,sh516560,212758000,0,0,0.70,0.69,-1.01,1.17,1721132,25051,-0.04,-0.04,-0.04,148568911.40,1.47,151883861.82,15.77,0,-23.65,0.79,-7.59,-15.98,-23.65,-24.65,-25.82,0.39,0.50,0.79,0.79,2.31,-0.42,0,0,0,0,39.01,✗
2026-06-26,中概互联网,sh513050,33510432700,111000000,0.33,0.99,0.95,-2.37,2.05,655865327,6871917,-3.17,-3.17,-0.77,33269157584.56,318.63,40141237603.15,92.36,0,-38.13,4.81,-17.84,-23.28,-38.13,-44.62,-44.62,4.81,4.81,4.81,5.15,8.63,0,0,405239,44.54,55.46,97.78,✓
2026-06-26,可转债,sh511380,4337586700,9800000,0.23,13.99,13.77,-0.86,5.06,3019839143,2188257,-0.10,-0.10,-0.10,60698453245.12,595.89,60829949127.49,0,17,-9.05,0.31,-2.51,-5.26,-9.05,-9.05,-11.52,0.14,0.23,0.31,0.38,2.20,0,0,0,0,0,3.46,✓
2026-06-26,短融,sh511360,720156600,2868000,0.40,113.60,113.60,0.01,11.77,9629286994,847659,-0.01,-0.01,-0.01,81807989368.50,818.03,91576476390.08,0,2.83,-0.02,0.05,-0.02,-0.02,-0.02,-0.04,-1.06,0.01,0.02,0.05,0.05,0.06,0,0,0,0,0,0,✓
2026-06-26,十年国债,sh511260,143186500,-830000,-0.58,135.90,134.78,0.03,0.69,135072556,10023,0.02,0.02,0.14,19458472604,195.04,15162792809.96,0,49.45,-0.47,0.06,-0.47,-0.47,-0.56,-1.29,-2.25,0.04,0.05,0.06,0.06,1.08,0,0,0,0,0,99.13,✓
2026-06-26,国债ETF,sh511100,120600500,500000,0.41,109.15,109.39,0.08,28.31,3722794734,340339,0.14,0.14,0.14,13164099337.30,131.50,10906832208.01,0,65.20,-0.83,0.27,-0.55,-0.71,-0.83,-2.83,-2.83,0.18,0.27,0.27,0.29,0.88,0,0,0,0,0,99.34,✓
2026-06-26,30年国债,sh511090,249478100,70000,0.03,116.47,116.97,0.13,4.63,1359497837,116224,0.30,0.30,0.14,29057712219.40,293.42,19596343042.31,0,97.94,-2.27,0.67,-1.32,-1.58,-2.27,-8.75,-9.30,0.30,0.61,0.67,0.80,1.74,0,0,0,0,0,112.79,✓
2026-06-26,信用债,sh511200,194217500,20000,0.01,102.79,102.83,0.02,0.03,6776291,659,0.01,0.01,0.01,19964180055.75,199.81,14401139585.59,0,10.34,-0.30,0.07,-0.30,-0.30,-0.30,-1.54,-1.54,0.07,0.07,0.07,0.13,0.40,0,0,0,0,0,0,✓
2026-06-26,恒生科技,hk03033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26,恒生指数,sh513600,635829500,0,0,2.58,2.48,-1.51,2.80,44409777,177841,-0.48,-0.48,-0.44,1638914119.20,15.80,2069292257.97,53.55,0,-19.85,0.76,-10.56,-13.33,-19.85,-19.85,-26.91,0.36,0.40,0.76,0.80,3.46,0,0,0,0,0,70.41,✓
2026-06-26,恒生国企,sh510900,3576021900,-34000000,-0.95,0.97,0.93,-1.49,1.59,52592985,565019,-0.68,-0.68,-0.44,3461589199.20,32.94,4459667825.83,51.71,0,-21.99,0.58,-12.40,-14.93,-21.99,-24.62,-27.65,0.50,0.50,0.78,0.78,4.30,0,0,0,0,0,74.35,✓
2026-06-26,恒生互联网,sh513330,73943480000,12000000,0.02,0.35,0.34,-1.75,2.21,550393093,16311193,-0.61,-0.61,-0.77,26161203224,248.47,33504660470.69,84.38,0,-38.82,1.52,-18.96,-23.32,-38.82,-44.75,-44.75,0.77,0.77,1.52,1.52,7.33,0,0,0,0,0,97.20,✓
2026-06-26,恒生医疗,sh513060,11580393300,0,0,0.47,0.47,-0.43,7.74,420250131.00,8950506,-0.09,-0.09,-0.38,5494896620.85,54.10,6288055430.21,58.43,0,-32.11,2.23,-12.36,-25.65,-32.11,-38.70,-38.70,0.56,0.65,2.23,2.23,10.47,0,0,0,0,0,76.26,✓
2026-06-26,港股科技,sh513020,2988145400,-28000000,-0.94,0.91,0.87,-2.91,1.88,47834045,548464,-0.67,-0.67,-0.61,2723694532.10,25.33,4356726804.16,66.64,0,-26.36,1.24,-13.94,-16.06,-26.36,-36.01,-37.20,0.36,0.47,1.24,1.69,11.72,0,0,0,0,0,87.26,✓
2026-06-26,中概互联,sz159605,4629486155,61000000,1.32,0.74,0.70,-2.23,2.79,92981131,1316466,-3.36,-3.36,-0.77,3420264371.31,33.18,4188161060.43,86.87,0,-37.10,4.82,-17.73,-22.60,-37.10,-43.96,-43.96,4.33,4.82,4.82,4.82,7.06,0,0,0,0,0,97.15,✓
2026-06-26,标普生物科技,sz159502,1111323019,0,0,1.48,1.54,1.38,5.36,91453390,595807,0.60,0.60,0.60,1646313920.35,17.12,1886213997.49,13.65,0,-10.64,5.12,-6.67,-8.03,-11.29,-11.29,-32.34,0.83,2.89,5.12,5.87,5.87,0,0,0,0,0,24.66,✓
2026-06-26,标普油气,sh513350,835746000,-22000000,-2.63,1.11,1.09,2.53,28.64,260975933,2382310,-2.14,-2.14,-2.14,924167926.80,9.11,1028588861.74,27.54,0,-35.66,28.75,-19.58,-35.66,-35.66,-35.66,-38.53,12.72,27.28,28.75,28.75,28.75,0,0,16502,28.56,71.44,51.86,✓
2026-06-26,纳斯达克100,sh513300,5189921000,750000,0.01,2.48,2.65,-2.43,1.58,218043588.00,820320,9.73,9.73,10.38,12878788961.50,137.66,10534872125.27,45.71,0,-12.63,11.99,-9.91,-9.91,-12.63,-16.33,-26.89,11.99,11.99,11.99,11.99,11.99,0.75,0,0,0,0,65.16,✓
2026-06-26,标普500,sh513500,9931638600,0,0,2.38,2.48,-1.31,0.47,115105575.00,462264,6.06,6.06,4.89,23594593822.02,246.80,20958247094.45,35.54,0,-12.93,8.36,-4.84,-4.84,-12.93,-13.63,-24.93,7.50,7.50,8.36,8.83,10.66,-0.01,0,0,0,0,46.66,✓
2026-06-26,日经225,sh513520,1053887200,500000,0.05,2.28,2.50,-3.63,7.86,207519284,828266,8.93,8.93,8.93,2404022091.92,26.35,1780773603.80,0,0,-15.97,9.45,-6.30,-6.65,-15.97,-15.97,-24.20,9.45,9.45,9.45,9.45,20.72,0,0,0,0,0,0,✓
